DEPARTAMENTO;PROVINCIA;DISTRITO;NOMBRE;TIPO_AERODROMO;CODIGO_OACI;ESCALA;ESTADO;ADMINISTRADOR;JERARQUIA;TITULARIDAD;LATITUD;LONGITUD
Loreto;Maynas;Napo;Piraña;Helipuerto de superficie;SPHP;Sin escala definida;Operativo;Perenco Perú Petroleum Limited Sucursal del Perú;No aplica a privados;Privada;-1.913972222;-75.36744444
Ica;Pisco;San Andrés;Pisco;Aeropuerto Internacional;SPSO;Internacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-13.7448;-76.220411
Piura;Piura;Castilla;Cap. FAP. Guillermo Concha Iberico;Aeropuerto;SPUR;Nacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-5.205764;-80.616389
Cusco;La Convención;Echarate;Sagari Bx;Helipuerto de superficie;SPZP;Sin escala definida;Operativo;Repsol Exploración Perú S.A. Sucursal del Perú;No aplica a privados;Privada;-11.43080556;-73.35572222
Cusco;La Convención;Echarate;Privado N°2;Helipuerto de superficie;SPNB;Sin escala definida;Operativo;Repsol Exploración Perú S.A. Sucursal del Perú;No aplica a privados;Privada;-11.55116667;-73.14286111
Cusco;La Convención;Echarate;Privado N°6;Helipuerto de superficie;SPNI;Sin escala definida;Operativo;Repsol Exploración Perú S.A. Sucursal del Perú;No aplica a privados;Privada;-11.54691667;-73.14166667
Cusco;La Convención;Echarate;Privado N°8;Helipuerto de superficie;SPNF;Sin escala definida;Operativo;Repsol Exploración Perú S.A. Sucursal del Perú;No aplica a privados;Privada;-11.55158333;-73.14736111
Cusco;La Convención;Echarate;Privado N°9;Helipuerto de superficie;SPNG;Sin escala definida;Operativo;Repsol Exploración Perú S.A. Sucursal del Perú;No aplica a privados;Privada;-11.55127778;-73.14763889
Ucayali;Coronel Portillo;Calleria;Cap. FAP. David Armando Abensur Rengifo;Aeropuerto Internacional;SPCL;Internacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-8.377942;-74.574297
Huánuco;Puerto Inca;Codo del Pozuzo;Pueblo Libre de Codo;Aeródromo;SPDU;Local;Operativo;Agencia Municipal de Pueblo Libre de Codo;Local;Pública;-9.6725;-75.28277778
Ucayali;Purús;Purús;Puerto Esperanza;Aeródromo;SPEP;Regional;Operativo;CORPAC S.A.;Regional;Pública;-9.770278;-70.709167
Madre De Dios;Tambopata;Tambopata;Padre Aldamiz;Aeropuerto;SPTU;Sin escala definida;Operativo;Aeropuertos Andinos del Perú S.A.;Nacional;Pública (Concesionada);-12.613831;-69.228678
Loreto;Requena;Requena;Requena;Aeródromo;SPQN;Local;Operativo;CORPAC S.A.;Sin jerarquía definida;Pública;-5.0785;-73.85625
San Martín;Rioja;Rioja;Juan Simons Vela;Aeropuerto;SPJA;Regional;Operativo;CORPAC S.A.;Nacional;Pública;-6.067792;-77.159806
Amazonas;Rodríguez de Mendoza;Oscar R. Benavides;Rodríguez de Mendoza;Aeropuerto;SPLN;Regional;Operativo;CORPAC S.A.;Regional;Pública;-6.392617;-77.500589
Loreto;Loreto;Urarinas;San José de Saramuro - Estación 1;Helipuerto de superficie;SPSM;Sin escala definida;Operativo;Petróleos del Perú - Petroperu S.A.;No aplica a privados;Privada;-4.721556;-74.922444
Loreto;Datem Del Marañón;Barranca;San Lorenzo;Aeródromo;SPQM;Local;Operativo;Municipalidad Provincial de Datem del Marañón;Local;Pública;-4.82425;-76.56034722
Cusco;La Convención;Echarate;San Martín 1;Helipuerto de superficie;SPMT;Sin escala definida;Operativo;Pluspetrol Perú Corporation S.A.;No aplica a privados;Privada;-11.76754444;-72.77806111
Cusco;La Convención;Echarate;San Martín 3;Helipuerto de superficie;SPPS;Sin escala definida;Operativo;Pluspetrol Perú Corporation S.A.;No aplica a privados;Privada;-11.785528;-72.702139
Puno;Melgar;Antauta;San Rafael;Aeródromo;SPRF;Sin escala definida;Operativo;Compañía Minsur S.A.;No aplica a privados;Privada;-14.282194;-70.379694
San Martín;Huallaga;Saposoa;Saposoa;Aeródromo;SPOA;Local;Operativo;CORPAC S.A.;Regional;Pública;-6.959083;-76.768583
Loreto;Datem Del Marañón;Morona;Sargento Puño;Helipuerto de superficie;SPSP;Sin escala definida;Operativo;Petróleos del Perú - Petroperu S.A.;No aplica a privados;Privada;-3.220889;-77.603389
Arequipa;La Unión;Sayla;Sayla;Helipuerto de superficie;SPKY;Sin escala definida;Operativo;Municipalidad Distrital de Sayla;Local;Pública;-15.322778;-73.2375
Ucayali;Atalaya;Sepahua;Sepahua;Aeródromo;SPSE;Local;Operativo;Municipalidad Distrital de Sepahua;Local;Pública;-11.142083;-73.034167
Loreto;Alto Amazonas;Yurimaguas;Shanusi;Aeródromo;SPSH;Sin escala definida;Operativo;Palmas del Shanusi S.A.;No aplica a privados;Privada;-6.128694;-76.169583
Tacna;Tacna;Tacna;Crnl. FAP. Carlos Ciriani Santa Rosa;Aeropuerto Internacional;SPTN;Internacional;Operativo;Aeropuertos Andinos del Perú S.A.;Nacional;Pública (Concesionada);-18.053286;-70.275822
Piura;Talara;Pariñas;Internacional Cap. FAP. Victor Montes Arias;Aeropuerto Internacional;SPYL;Internacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-4.576611111;-81.25405833
San Martín;San Martín;Tarapoto;Cadete FAP. Guillermo del Castillo Paredes;Aeropuerto;SPST;Nacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-6.508744;-76.373247
Huánuco;Leoncio Prado;Rupa Rupa;Tingo María;Aeropuerto;SPGM;Regional;Operativo;CORPAC S.A.;Nacional;Pública;-9.289375;-76.005042
San Martín;Tocache;Tocache;Tocache;Aeródromo;SPCH;Regional;Operativo;CORPAC S.A.;Regional;Pública;-8.195431;-76.528667
Loreto;Loreto;Trompeteros;Trompeteros (Corrientes);Aeródromo;SPDR;Sin escala definida;Operativo;Pluspetrol Norte S.A.;No aplica a privados;Privada;-3.8055;-75.03990278
Loreto;Loreto;Trompeteros;Trompeteros;Helipuerto de superficie;SPDT;Sin escala definida;Operativo;Pluspetrol Norte S.A.;No aplica a privados;Privada;-3.807;-75.056167
La Libertad;Trujillo;Huanchaco;Cap. Carlos Martinez de Pinillos;Aeropuerto Internacional;SPRU;Internacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-8.081708;-79.108644
La Libertad;Santiago De Chuco;Mollebamba;Tulpo;Aeródromo;SPTO;Local;Operativo;Municipalidad Distrital de Mollebamba;Local;Pública;-8.127278;-77.988181
Tumbes;Tumbes;Tumbes;Cap. FAP. Pedro Canga Rodríguez;Aeropuerto;SPME;Nacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-3.552264;-80.381069
La Libertad;Pataz;Urpay;Urpay;Aeródromo;SPAI;Local;Operativo;Municipalidad Distrital de Urpay;Local;Pública;-8.350369;-77.398094
Pasco;Pasco;Vicco;Vicco;Aeródromo;SPVI;Local;Operativo;Municipalidad Distrital de Vicco;Local;Pública;-10.848792;-76.246836
Ayacucho;Vilcashuaman;Vilcashuaman;Vilcashuamán;Aeródromo;SPVN;Local;Operativo;CORPAC S.A.;Local;Pública;-13.678194;-73.927083
Cusco;Espinar;Yauri;Yauri;Aeródromo;SPIY;Local;Operativo;Municipalidad Provincial de Espinar;Local;Pública;-14.80638889;-71.43194444
Loreto;Alto Amazonas;Yurimaguas;Moisés Benzaquén Rengifo;Aeropuerto;SPMS;Regional;Operativo;CORPAC S.A.;Nacional;Pública;-5.893611;-76.118056
Piura;Morropón;Chulucanas;Metropolitano de Piura;Aeródromo;SPAL;Sin escala definida;Operativo;Aeroclub de Aviación Civil del Perú;No aplica a privados;Privada;-5.067777778;-80.14748889
Cusco;La Convención;Echarate;HP-7 (REPSOL);Helipuerto de superficie;SPNE;Sin escala definida;Operativo;Repsol Exploración Perú S.A. Sucursal del Perú;No aplica a privados;Privada;-11.55194444;-73.14694444
Lima;Lima;Miraflores;Clínica Delgado;Helipuerto Elevado;SPCD;Sin escala definida;Operativo;Medic Ser S.A.C.;No aplica a privados;Privada;-12.11354167;-77.03319167
Ayacucho;La Mar;Santa Rosa;Luisiana;Aeródromo;SPLU;Sin escala definida;Operativo;Sr. Guillermo Parodi Morales;No aplica a privados;Privada;-12.67497222;-73.70955556
Lima;Lima;San Borja;Banco de La Nación;Helipuerto Elevado;SPBN;Sin escala definida;Operativo;Banco de la Nación;No aplica a privados;Pública;-12.08718611;-77.000675
Ucayali;Coronel Portillo;Yarinacocha;Cashibococha;Aeródromo;SPCB;Sin escala definida;Operativo;South América Mission Inc. Filial del Perú;No aplica a privados;Privada;-8.361944444;-74.65680556
Cusco;La Convención;Echarate;Sagari Ax;Helipuerto de superficie;SPSG;Sin escala definida;Operativo;Repsol Exploración Perú S.A. Sucursal del Perú;No aplica a privados;Privada;-11.46402198;-73.31293349
Cusco;La Convención;Echarate;Cashiriari 1;Helipuerto de superficie;SPCA;Sin escala definida;Operativo;Pluspetrol Perú Corporation S.A.;No aplica a privados;Privada;-11.87449436;-72.73405224
Ucayali;Coronel Portillo;Yarinacocha;Adventista MOP;Aeródromo;SPYC;Sin escala definida;Operativo;Asociacion Proyectos Peru;No aplica a privados;Privada;-8.340427778;-74.59791389
Cusco;La Convención;Echarate;HP-7 Las Malvinas;Helipuerto de superficie;SPWL;Sin escala definida;Operativo;Pluspetrol Perú Corporation S.A.;No aplica a privados;Privada;-11.84822778;-72.93883889
Tumbes;Contralmirante Villar;Canoas de Punta Sal;Walter Braedt Segu;Aeródromo;SPWB;Sin escala definida;Operativo;MANCORALAND S.A.C.;No aplica a privados;Privada;-4.086797222;-81.02558333
Lima;Lima;Miraflores;Crnl. PNP. Rodolfo León Gavilán;Helipuerto de superficie;SPPC;Sin escala definida;Operativo;Municipalidad Distrital de Miraflores;No aplica a privados;Pública;-12.11961111;-77.04608889
Lima;Cañete;San Vicente de Cañete;Revalora;Aeródromo;SPRR;Sin escala definida;Operativo;REVALORA S.A.C.;No aplica a privados;Privada;-13.22304167;-76.26936667
Lima;Lima;Santiago de Surco;Voces por el Clima;Helipuerto de superficie;SPVC;Sin escala definida;Operativo;Heli-Abad S.A.C.;No aplica a privados;Privada;-12.15291667;-77.01139167
Lima;Lima;San Juan de Lurigancho;Canto Grande;Helipuerto de superficie;SPCG;Sin escala definida;Operativo;Heli-Abad S.A.C.;No aplica a privados;Privada;-11.95897222;-76.99916944
Lima;Lima;Santiago de Surco;Proyecto More;Helipuerto de superficie;SPPR;Sin escala definida;Operativo;Inmobiliara Huanwil S.A.;No aplica a privados;Privada;-12.08298611;-76.967425
Lima;Lima;Puente Piedra;Proyecto AFE;Helipuerto de superficie;SPAF;Sin escala definida;Operativo;AFE SERVICE S.A.C.;No aplica a privados;Privada;-11.82842222;-77.09428611
Lima;Lima;San Bartolo;Municipal de San Bartolo Alm. Raul Vargas Fuller;Helipuerto de superficie;SPRT;Sin escala definida;Operativo;Fly Acces Peru S.A.C.;No aplica a privados;Privada;-12.38044444;-76.78372222
Lima;Cañete;Asia;Boulevard Asia;Helipuerto de superficie;SPBA;Sin escala definida;Operativo;Inversiones Castelar S.A.C.;No aplica a privados;Privada;-12.76010556;-76.60331944
Ica;Chincha;Alto Laran;La Calera;Helipuerto de superficie;SPCE;Sin escala definida;Operativo;Heli-Abad S.A.C.;No aplica a privados;Privada;-13.4541;-76.02863611
Lambayeque;Lambayeque;Olmos;Olmos;Aeródromo;SPOL;Sin escala definida;Operativo;Inversiones Agricolas Olmos II S.A.C.;No aplica a privados;Privada;-6.016666667;-80.08840833
Ucayali;Coronel Portillo;Yarinacocha;Las Americas;Aeródromo;SPLA;Sin escala definida;Operativo;José Luis Popolizio Bardales;No aplica a privados;Privada;-8.317447222;-74.72666111
Ayacucho;Huamanga;Andres Avelino Caceres;Hospital Miguel Angel Mariscal Llerena de Ayacucho;Helipuerto Elevado;SPHA;Sin escala definida;Operativo;Gobierno Regional de Ayacucho;Sin jerarquía definida;Pública;-13.162925;-74.20018889
Apurímac;Abancay;Carahuasi;Diospi Suyana;Helipuerto de superficie;SPDY;Sin escala definida;Operativo;Asociación Civil Religiosa Diospi Suyana;No aplica a privados;Privada;-13.54833333;-72.70972222
Lima;Lima;Santiago de Surco;Jockey Plaza Shoping Center;Helipuerto de superficie;SPJP;Sin escala definida;Operativo;ECOCOPTER PERU S.A.;No aplica a privados;Privada;-12.087225;-76.97660278
Ica;Ica;Pueblo Nuevo;La Portada;Helipuerto de superficie;SPPP;Sin escala definida;Operativo;Heli-Abad S.A.C.;No aplica a privados;Privada;-14.14417778;-75.64589167
La Libertad;Pacasmayo;Pacasmayo;Pacasmayo;Aeródromo;SPYO;Sin escala definida;Operativo;Escuela Peruana de Aviación Civil S.A.;No aplica a privados;Pública;-7.416425;-79.57021667
Loreto;Datem Del Marañón;Morona;Yankuntich;Aeródromo;SPYK;Sin escala definida;Operativo;Federación de la Nacionalidad Achuar del Perú;Sin jerarquía definida;Pública;-2.922561111;-77.25788889
Loreto;Datem Del Marañón;Andoas;Wisum;Aeródromo;SPWR;Sin escala definida;Operativo;Federación de la Nacionalidad Achuar del Perú;Sin jerarquía definida;Pública;-3.270952778;-77.02306944
Loreto;Requena;Puinahua;Bretaña;Helipuerto de superficie;SPBR;Sin escala definida;Operativo;Petrotal Perú S.R.L.;No aplica a privados;Privada;-5.245402778;-74.32930556
Apurímac;Cotabamba;Challhuahuacho;Helipuerto Unidad Minera Las Bambas;Helipuerto de superficie;SPMB;Sin escala definida;Operativo;Minera Las Bambas S.A.;No aplica a privados;Privada;-14.106639;-72.272306
Apurímac;Andahuaylas;Andahuaylas;Andahuaylas;Aeropuerto;SPHY;Nacional;Operativo;CORPAC S.A.;Nacional;Pública (Concesionada-No entregada);-13.708819;-73.351556
Loreto;Datem Del Marañón;Andoas;Andoas;Aeródromo;SPAS;Información no disponible;Operativo;Pacific Stratus Energy del Perú S.A.;No aplica privados;Privada;-2.796108;-76.466597
Loreto;Datem Del Marañón;Andoas;Andoas;Helipuerto de superficie;SPAN;Información no disponible;Operativo;Pacific Stratus Energy del Perú S.A.;No aplica privados;Privada;-2.79999037;-76.458732
Arequipa;Arequipa;Cayma;Alfredo Rodríguez Ballon;Aeropuerto Internacional;SPQU;Internacional;Operativo;Aeropuertos Andinos del Perú S.A.;Nacional;Pública (Concesionada);-16.340611;-71.570792
Ucayali;Atalaya;Raymondi;Atalaya;Aeródromo;SPAY;Regional;Operativo;CORPAC S.A.;Regional;Pública;-10.728572;-73.765886
Ayacucho;Huamanga;Andrés Avelino Cáceres;Crnl. FAP. Alfredo Mendivil;Aeropuerto;SPHO;Nacional;Operativo;Aeropuertos Andinos del Perú S.A.;Nacional;Pública (Concesionada);-13.154836;-74.20441667
Loreto;Alto Amazonas;Jeberos;Bellavista;Aeródromo;SPBS;Local;Operativo;Comunidad de Bellavista;Sin jerarquía;Pública;-5.28859;-76.2911
Ucayali;Atalaya;Yurua;Breu;Aeródromo;SPBK;Local;Operativo;CORPAC S.A.;Local;Pública;-9.533792;-72.757153
Loreto;Requena;Tapiche;Buncuyo;Aeródromo;SPBJ;Local;Operativo;Comunidad de Buncuyo;Sin jerarquía;Pública;-6.516667;-74.583333
Loreto;Ramón Castilla;Ramón Castilla;Caballococha;Aeródromo;SPBC;Regional;Operativo;CORPAC S.A.;Regional;Pública;-3.916833;-70.508181
Cajamarca;Cajamarca;Baños del Inca;May.Gral.FAP. Armando Revoredo Iglesias;Aeropuerto;SPJR;Nacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-7.139144;-78.489581
Cusco;La Convención;Echarate;Cashiriari 3;Helipuerto de superficie;SPCS;Información no disponible;Operativo;Pluspetrol Perú Corporation S.A.;No aplica privados;Privada;-11.88030278;-72.64921111
Amazonas;Chachapoyas;Chachapoyas;Chachapoyas;Aeropuerto;SPPY;Nacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-6.202042;-77.856
La Libertad;Pataz;Pataz;Chagual;Aeródromo;SPGL;Información no disponible;Operativo;Cia. Minera Poderosa S.A.;No aplica privados;Privada;-7.797417;-77.651431
Arequipa;Caraveli;Chala;Aero Link Chala;Aeródromo;SPAK;Información no disponible;Operativo;Aero Link S.A.C.;No aplica privados;Privada;-15.80724722;-74.28691944
La Libertad;Virú;Chao;Chao;Aeródromo;SPCY;Información no disponible;Operativo;CAMPOSOL S.A.;No aplica privados;Privada;-8.581763889;-78.68120278
Lambayeque;Chiclayo;Chiclayo;Cap. FAP. José Abelardo Quiñones Gonzales;Aeropuerto Internacional;SPHI;Internacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-6.787478;-79.8281
Áncash;Santa;Nuevo Chimbote;Tnte. FAP. Jaime A. de Montreuil Morales;Aeropuerto;SPEO;Regional;Operativo;CORPAC S.A.;Nacional;Pública;-9.149711;-78.523564
Amazonas;Condorcanqui;Nieva;Ciro Alegría;Aeródromo;SPAC;Regional;Operativo;CORPAC S.A.;Regional;Pública;-4.607144;-77.940633
Pasco;Oxapampa;Puerto Bermúdez;Ciudad Constitución;Aeródromo;SPCC;Local;Operativo;Municipalidad Distrital de Puerto Bermudez;Local;Pública;-9.863958;-75.006736
Loreto;Requena;Yaquerana;Colonia Angamos;Aeródromo;SPDN;Local;Operativo;Municipalidad Distrital de Yaquerana;Local;Pública;-5.137125;-72.867889
Loreto;Ucayali;Contamana;Contamana;Aeródromo;SPCM;Local;Operativo;Gobierno Regional de Loreto;Local;Pública;-7.335806;-74.992556
Ucayali;Purús;Purús;Culina;Aeródromo;SPUI;Información no disponible;Operativo;Comunidad de Culina;No aplica privados;Pública;-9.584486;-70.617764
Cusco;Cusco;San Sebastián;Tnte. FAP. Alejandro Velasco Astete;Aeropuerto Internacional;SPZO;Internacional;Operativo;CORPAC S.A.;Nacional;Pública;-13.535722;-71.938778
Junín;Satipo;Río Tambo;Cutivireni;Aeródromo;SPCV;Local;Operativo;Comunidad Nativa de Cutivireni;Sin jerarquía;Pública;-11.877167;-73.916958
Loreto;Putumayo;Putumayo;El Estrecho;Aeródromo;SPEE;Regional;Operativo;CORPAC S.A.;Regional;Pública;-2.45389;-72.671
Amazonas;Utcubamba;El Milagro;El Valor - Estación 7;Helipuerto de superficie;SPEV;Información no disponible;Operativo;Petróleos del Perú - Petroperu S.A.;No aplica privados;Privada;-5.670944;-78.640278
Loreto;Datem Del Marañón;Morona;Fernando Rosas - Estación Morona;Helipuerto de superficie;SPMO;Información no disponible;Operativo;Petróleos del Perú - Petroperu S.A.;No aplica privados;Privada;-3.983189;-77.227806
Loreto;Putumayo;Teniente Manuel Clavero;Güeppi;Aeródromo;SPGP;Regional;Operativo;CORPAC S.A.;Regional;Pública;-0.119306;-75.247847
Amazonas;Condorcanqui;Río Santiago;Galilea;Aeródromo;SPGB;Regional;Operativo;CORPAC S.A.;Regional;Pública;-4.0317157;-77.75876639
San Martín;San Martín;Tarapoto;Helinka;Helipuerto de superficie;SPIK;Información no disponible;Operativo;Helinka S.A.C.;No aplica privados;Privada;-6.515416667;-76.37497222
Lima;Lima;San Isidro;Hotel Los Delfines;Helipuerto Elevado;SPKD;Información no disponible;Operativo;Cia. Hotelera Los Delfines S.A.;No aplica privados;Privada;-12.097833;-77.047833
Lima;Lima;San Isidro;Hotel Oro Verde;Helipuerto Elevado;SPKO;Información no disponible;Operativo;Hotelera Costa del Pacifico S.A.;No aplica privados;Privada;-12.0975;-77.038056
La Libertad;Sánchez Carrión;Huamachuco;Huamachuco;Aeródromo;SPUC;Local;Operativo;Municipalidad Provincial de Sánchez Carrión;Local;Pública;-7.818022;-78.029206
Piura;Huancabamba;Huancabamba;Huancabamba;Aeródromo;SPHB;Regional;Operativo;Municipalidad Provincial de Huancabamba;Local;Pública;-5.2566083;-79.44335556
Huánuco;Huánuco;Huánuco;Alf. FAP. David Figueroa Fernandini;Aeropuerto;SPNC;Nacional;Operativo;CORPAC S.A.;Nacional;Pública;-9.878681;-76.204569
Áncash;Carhuaz;Anta;Cmdt. FAP. German Arias Graziani;Aeropuerto;SPHZ;Nacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-9.347333;-77.598308
Madre De Dios;Tahuamanu;Iñapari;Iñapari;Aeródromo;SPIN;Regional;Operativo;CORPAC S.A.;Regional;Pública;-10.980183;-69.559217
Moquegua;Ilo;Ilo;Gral. Jorge F. Maldonado Solari;Aeropuerto;SPLO;Regional;Operativo;CORPAC S.A.;Nacional;Pública;-17.695028;-71.343931
