NOMBRE,TIPO_AERODROMO,CODIGO_OACI,ESTADO,ADMINISTRADOR,LATITUD,LONGITUD,ESCALA,JERARQUIA,TITULARIDAD,DEPARTAMENTO,PROVINCIA,DISTRITO
ANDAHUAYLAS,Aeropuerto,SPHY,Operativo,CORPAC S.A.,-13.708819,-73.351556,Nacional,Nacional,Pública (Concesionada-No entregada),APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS
ANDOAS,Aeródromo,SPAS,Operativo,PACIFIC STRATUS ENERGY DEL PERÚ S.A.,-2.796108,-76.466597,Sin escala definida,Sin jerarquía definida,Privada,LORETO,DATEM DEL MARAÑÓN,ANDOAS
ANDOAS,Helipuerto,SPAN,Operativo,PACIFIC STRATUS ENERGY DEL PERÚ S.A.,-2.796111,-76.466625,Sin escala definida,Sin jerarquía definida,Privada,LORETO,DATEM DEL MARAÑÓN,ANDOAS
AREQUIPA - INTERNACIONAL ALFREDO RODRÍGUEZ BALLON,Aeropuerto Internacional,SPQU,Operativo,AEROPUERTOS ANDINOS DEL PERÚ S.A.,-16.340611,-71.570792,Internacional,Nacional,Pública (Concesionada),AREQUIPA,AREQUIPA,CAYMA
ATALAYA,Aeródromo,SPAY,Operativo,CORPAC S.A.,-10.728572,-73.765886,Regional,Regional,Pública,UCAYALI,ATALAYA,RAYMONDI
AYACUCHO - CRNL. FAP ALFREDO MENDIVIL,Aeropuerto,SPHO,Operativo,AEROPUERTOS ANDINOS DEL PERÚ S.A.,-13.15483611,-74.20441667,Nacional,Nacional,Pública (Concesionada),AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERES
BELLAVISTA,Aeródromo,SPBS,Operativo,COMUNIDAD DE BELLAVISTA,-5.283333,-76.383333,Local,Sin jerarquía definida,Pública,LORETO,ALTO AMAZONAS,JEBEROS
BRETAÑA 1,Helipuerto,,Operativo,PETROTAL PERÚ S.R.L.,-5.245689718,-74.32895779,Local,Sin jerarquía definida,Privada,LORETO,REQUENA,PIUINAHUA
BREU,Aeródromo,SPBK,Operativo,CORPAC S.A.,-9.533792,-72.757153,Local,Local,Pública,UCAYALI,ATALAYA,YURUA
BUNCUYO,Aeródromo,SPBJ,Operativo,COMUNIDAD DE BUNCUYO,-6.516667,-74.583333,Local,Sin jerarquía definida,Pública,LORETO,REQUENA,TAPICHE
CABALLOCOCHA,Aeródromo,SPBC,Operativo,CORPAC S.A.,-3.916833,-70.508181,Regional,Regional,Pública,LORETO,RAMÓN CASTILLA,RAMÓN CASTILLA
CAJAMARCA - MAY.GRAL.FAP ARMANDO REVOREDO IGLESIAS,Aeropuerto,SPJR,Operativo,AEROPUERTOS DEL PERÚ S.A.,-7.139144,-78.489581,Nacional,Nacional,Pública (Concesionada),CAJAMARCA,CAJAMARCA,BAÑOS DEL INCA
CASHIRIARI 3,Helipuerto,SPCS,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,-11.88030278,-72.64921111,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
CHACHAPOYAS,Aeropuerto,SPPY,Operativo,AEROPUERTOS DEL PERÚ S.A.,-6.202042,-77.856,Nacional,Nacional,Pública (Concesionada),AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
CHAGUAL,Aeródromo,SPGL,Operativo,CIA. MINERA PODEROSA S.A.,-7.797417,-77.651431,Sin escala definida,Sin jerarquía definida,Privada,LA LIBERTAD,PATAZ,PATAZ
AERO LINK CHALA,Aeródromo,SPAK,Operativo,AERO LINK S.A.C.,-15.80724722,-74.28691944,Sin escala definida,Sin jerarquía definida,Privada,AREQUIPA,CARAVELI,CHALA
CHAO,Aeródromo,,Operativo,CAMPOSOL S.A.,-8.581667,-78.681111,Sin escala definida,Sin jerarquía definida,Privada,LA LIBERTAD,VIRU,CHAO
CHICLAYO - INTERNACIONAL CAP. FAP JOSÉ ABELARDO QUIÑONES GONZALES,Aeropuerto Internacional,SPHI,Operativo,AEROPUERTOS DEL PERÚ S.A.,-6.787478,-79.8281,Internacional,Nacional,Pública (Concesionada),LAMBAYEQUE,CHICLAYO,CHICLAYO
CHIMBOTE - TNTE.FAP JAIME A. DE MONTREUIL MORALES,Aeropuerto,SPEO,Operativo,CORPAC S.A.,-9.149711,-78.523564,Regional,Nacional,Pública,ÁNCASH,SANTA,NUEVO CHIMBOTE
CIRO ALEGRÍA,Aeródromo,SPAC,Operativo,CORPAC S.A.,-4.607144,-77.940633,Regional,Regional,Pública,AMAZONAS,CONDORCANQUI,NIEVA
CIUDAD CONSTITUCIÓN,Aeródromo,SPCC,Operativo,MUNICIPALIDAD DISTRITAL DE PUERTO BERMUDEZ,-9.863958,-75.006736,Local,Local,Pública,PASCO,OXAPAMPA,PUERTO BERMÚDEZ
COLONIA ANGAMOS,Aeródromo,SPDN,Operativo,MUNICIPALIDAD DISTRITAL DE YAQUERANA,-5.137125,-72.867889,Local,Local,Pública,LORETO,REQUENA,YAQUERANA
CONTAMANA,Aeródromo,SPCM,Operativo,GOBIERNO REGIONAL DE LORETO,-7.335806,-74.992556,Local,Local,Pública,LORETO,UCAYALI,CONTAMANA
CULINA,Aeródromo,SPUI,Operativo,COMUNIDAD DE CULINA,-9.584486,-70.617764,Sin escala definida,Sin jerarquía definida,Privada,UCAYALI,PURÚS,PURÚS
CUSCO - INTERNACIONAL TNTE. FAP ALEJANDRO VELASCO ASTETE,Aeropuerto Internacional,SPZO,Operativo,CORPAC S.A.,-13.535722,-71.938778,Internacional,Nacional,Pública,CUSCO,CUSCO,SAN SEBASTIÁN
CUTIVIRENI,Aeródromo,SPCV,Operativo,COMUNIDAD NATIVA DE CUTIVIRENI,-11.877167,-73.916958,Local,Sin jerarquía definida,Pública,JUNÍN,SATIPO,RÍO TAMBO
EL ESTRECHO,Aeródromo,SPEE,Operativo,CORPAC S.A.,-2.453886403,-72.67083132,Regional,Regional,Pública,LORETO,PUTUMAYO,PUTUMAYO
EL VALOR - ESTACIÓN 7,Helipuerto,SPEV,Operativo,PETRÓLEOS DEL PERÚ - PETROPERU S.A.,-5.670944,-78.640278,Sin escala definida,Sin jerarquía definida,Privada,AMAZONAS,UTCUBAMBA,EL MILAGRO
FERNANDO ROSAS - ESTACIÓN MORONA,Helipuerto,SPMO,Operativo,PETRÓLEOS DEL PERÚ - PETROPERU S.A.,-3.983189,-77.227806,Sin escala definida,Sin jerarquía definida,Privada,LORETO,DATEM DEL MARAÑÓN,MORONA
GÜEPPI,Aeródromo,SPGP,Operativo,CORPAC S.A.,-0.119306,-75.247847,Regional,Regional,Pública,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO
GALILEA,Aeródromo,SPGB,Operativo,CORPAC S.A.,-4.031715731,-77.75876639,Regional,Regional,Pública,AMAZONAS,CONDORCANQUI,RÍO SANTIAGO
HELINKA,Helipuerto,SPIK,Operativo,HELINKA S.A.C.,-6.515416667,-76.37497222,Sin escala definida,Sin jerarquía definida,Privada,SAN MARTÍN,SAN MARTÍN,TARAPOTO
HOTEL LOS DELFINES,Helipuerto,SPKD,Operativo,CIA. HOTELERA LOS DELFINES S.A.,-12.097833,-77.047833,Sin escala definida,Sin jerarquía definida,Privada,LIMA,LIMA,SAN ISIDRO
HOTEL ORO VERDE,Helipuerto,SPKO,Operativo,HOTELERA COSTA DEL PACIFICO S.A.,-12.0975,-77.038056,Sin escala definida,Sin jerarquía definida,Privada,LIMA,LIMA,SAN ISIDRO
HUAMACHUCO,Aeródromo,SPUC,Operativo,MUNICIPALIDAD PROVINCIAL DE SÁNCHEZ CARRIÓN,-7.818022,-78.029206,Local,Local,Pública,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO
HUANCABAMBA,Aeródromo,,Operativo,MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA,-5.256608333,-79.44335556,Regional,Local,Pública,PIURA,HUANCABAMBA,HUANCABAMBA
HUÁNUCO - ALF. FAP DAVID FIGUEROA FERNANDINI,Aeropuerto,SPNC,Operativo,CORPAC S.A.,-9.878681,-76.204569,Nacional,Nacional,Pública,HUÁNUCO,HUÁNUCO,HUÁNUCO
HUASCARÁN (ANTA - HUARAZ),Aeropuerto,SPHZ,Operativo,AEROPUERTOS DEL PERÚ S.A.,-9.347333,-77.598308,Nacional,Nacional,Pública (Concesionada),ÁNCASH,CARHUAZ,ANTA
IÑAPARI,Aeródromo,SPIN,Operativo,CORPAC S.A.,-10.980183,-69.559217,Regional,Regional,Pública,MADRE DE DIOS,TAHUAMANU,IÑAPARI
ILO,Aeropuerto,SPLO,Operativo,CORPAC S.A.,-17.695028,-71.343931,Regional,Nacional,Pública,MOQUEGUA,ILO,ILO
INTERBANK,Helipuerto,SPKE,Operativo,PROMOTORA INTERCORP S.A.,-12.089472,-77.022778,Sin escala definida,Sin jerarquía definida,Privada,LIMA,LIMA,LA VICTORIA
IQUITOS - INTERNACIONAL CRNL. FAP FRANCISCO SECADA VIGNETTA,Aeropuerto Internacional,SPQT,Operativo,AEROPUERTOS DEL PERÚ S.A.,-3.784739,-73.308806,Internacional,Nacional,Pública (Concesionada),LORETO,MAYNAS,SAN JUAN BAUTISTA
JAÉN,Aeropuerto,SPJE,Operativo,CORPAC S.A.,-5.592611,-78.774264,Nacional,Nacional,Pública,CAJAMARCA,JAÉN,BELLAVISTA
JAUJA,Aeropuerto,SPJJ,Operativo,CORPAC S.A.,-11.783389,-75.473347,Nacional,Nacional,Pública,JUNÍN,JAUJA,SAUSA
JIBARO MARSHALLING,Helipuerto,SPJM,Operativo,PACIFIC STRATUS ENERGY DEL PERÚ S.A.,-2.706139,-76.028556,Sin escala definida,Sin jerarquía definida,Privada,LORETO,LORETO,TROMPETEROS
INTERNACIONAL JORGE CHÁVEZ,Aeropuerto Internacional,SPJC,Operativo,LIMA AIRPORT PARTNERS S.R.L.,-12.021886,-77.114317,Internacional,Nacional,Pública (Concesionada),LIMA,CALLAO,CALLAO
JUANJUI,Aeropuerto,SPJI,Operativo,CORPAC S.A.,-7.168875,-76.728581,Regional,Regional,Pública,SAN MARTÍN,MARISCAL CÁCERES,JUANJUI
JULIACA - INTERNACIONAL INCA MANCO CAPAC,Aeropuerto Internacional,SPJL,Operativo,AEROPUERTOS ANDINOS DEL PERÚ S.A.,-15.466856,-70.157883,Internacional,Nacional,Pública (Concesionada),PUNO,SAN ROMÁN,JULIACA
KINTERONI,Helipuerto,SPKR,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,-11.509667,-73.2515,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
KITENI,Aeródromo,SPKI,Operativo,CÍA. OPERADORA DE GAS DEL AMAZONAS S.A.C.,-12.648633,-73.036597,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
LA PERUANITA N° 1,Helipuerto,SPPU,Operativo,CNPC PERU S.A.,-11.69013889,-73.02194444,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
LA PERUANITA N° 2,Helipuerto,SPPV,Operativo,CNPC PERU S.A.,-11.689972,-73.021167,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
LA PERUANITA N° 3,Helipuerto,SPPW,Operativo,CNPC PERU S.A.,-11.69108333,-73.02347222,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
LA VISTA - ESTACIÓN 5,Helipuerto,SPVS,Operativo,PETRÓLEOS DEL PERÚ - PETROPERU S.A.,-4.654417,-77.506361,Sin escala definida,Sin jerarquía definida,Privada,LORETO,DATEM DEL MARAÑÓN,MANSERICHE
LAS BAMBAS,Helipuerto,SPLB,Operativo,MINERA LAS BAMBAS S.A.,-14.10288333,-72.27625,Sin escala definida,Sin jerarquía definida,Privada,APURÍMAC,COTABAMBA,CHALLHUAHUACHO
LAS DUNAS,Aeródromo,SPLH,Operativo,EMPRESA ADMINISTRADORA DEL AERÓDROMO LAS DUNAS DE ICA S.A.C.,-14.03518056,-75.76028333,Sin escala definida,Sin jerarquía definida,Privada,ICA,ICA,SUBTANJALLA
LAS MALVINAS,Aeródromo,SPWT,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,-11.85494444,-72.93934167,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
LAS MALVINAS,Helipuerto,SPHM,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,-11.85341944,-72.94184167,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
LAS PALMAS,Aeródromo,SPLP,Operativo,BASE AÉREA LAS PALMAS,-12.160125,-76.998778,Sin escala definida,Sin jerarquía definida,Pública,LIMA,LIMA,SANTIAGO DE SURCO
LIB MANDI METROPOLITANO,Aeródromo,SPLX,Operativo,MASTER BUSINESS AVIATION S.A.C.,-12.389,-76.75809444,Sin escala definida,Sin jerarquía definida,Privada,LIMA,CAÑETE,CHILCA
MAPI,Helipuerto,SPMP,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,-11.432144,-73.573103,Sin escala definida,Sin jerarquía definida,Privada,JUNÍN,SATIPO,RÍO TAMBO
MARIA REICHE,Helipuerto,SPMA,Operativo,EMPRESA ADMINISTRADORA DEL AERODROMO LAS DUNAS DE ICA S.A.C.,-14.681833,-75.134194,Sin escala definida,Sin jerarquía definida,Privada,ICA,NASCA,EL INGENIO
MASHIRA,Helipuerto,SPMH,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,-11.381528,-73.504972,Sin escala definida,Sin jerarquía definida,Privada,JUNÍN,SATIPO,RÍO TAMBO
MAZAMARI - MAY. PNP NANCY FLORES PAUCAR,Aeródromo,SPMF,Operativo,CORPAC S.A.,-11.325517,-74.535828,Regional,Regional,Pública,JUNÍN,SATIPO,MAZAMARI
MIPAYA,Helipuerto,SPPM,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,-11.57952778,-73.16613889,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
MOLLENDO,Aeródromo,SPDO,Operativo,MUNICIPALIDAD PROVINCIAL DE ISLAY,-17.04411667,-71.984575,Local,Local,Pública,AREQUIPA,ISLAY,MOLLENDO
MOQUEGUA,Aeródromo,,Operativo,CORPAC S.A.,-17.18,-70.93147222,Sin escala definida,Sin jerarquía definida,Pública,MOQUEGUA,MARISCAL NIETO,MOQUEGUA
NASCA - MARIA REICHE NEUMAN,Aeródromo,SPZA,Operativo,CORPAC S.A.,-14.854139,-74.961775,Local,Local,Pública,ICA,NASCA,VISTA ALEGRE
NUEVO MUNDO,Aeródromo,SPNM,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,-11.54235833,-73.14234444,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
ORCOPAMPA,Aeródromo,SPOR,Operativo,COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.,-15.314889,-72.352,Sin escala definida,Sin jerarquía definida,Privada,AREQUIPA,CASTILLA,ORCOPAMPA
ORELLANA,Aeródromo,SPON,Operativo,MUNICIPALIDAD DISTRITAL DE VARGAS GUERRA,-6.896414,-75.152586,Local,Local,Pública,LORETO,UCAYALI,VARGAS GUERRA
PAGORENI A,Helipuerto,SPPG,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,-11.717361,-72.901139,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
PAGORENI B,Helipuerto,SPPI,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,-11.691861,-72.950611,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
PAITITI,Aeródromo,SPPT,Operativo,COMUNIDAD PAITITI,-10.083333,-72.883333,Local,Sin jerarquía definida,Pública,UCAYALI,ATALAYA,YURUA
PALMAPAMPA,Aeródromo,SPPE,Operativo,POLICÍA NACIONAL DEL PERÚ,-12.729722,-73.669722,Sin escala definida,Sin jerarquía definida,Pública,AYACUCHO,LA MAR,SAMUGARI
PALMAS DEL ESPINO,Aeródromo,SPPN,Operativo,PALMAS DEL ESPINO S.A.,-8.343722,-76.489347,Sin escala definida,Sin jerarquía definida,Privada,SAN MARTÍN,TOCACHE,UCHIZA
PAMPA HERMOSA,Aeródromo,SPPH,Operativo,CORPAC S.A.,-7.201069,-75.294042,Local,Local,Pública,LORETO,UCAYALI,PAMPA HERMOSA
PATA DE GALLO,Aeródromo,SPGA,Operativo,MINERA BARRICK MISQUICHILCA S.A.,-7.983917,-78.269833,Sin escala definida,Sin jerarquía definida,Privada,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA
PATRIA,Aeródromo,SPIR,Operativo,CORPAC S.A.,-12.967303,-71.429122,Local,Local,Pública,CUSCO,PAUCARTAMBO,KOSÑIPATA
PÍAS,Aeródromo,SPIS,Operativo,CONSORCIO MINERO HORIZONTE S.A.,-7.920222,-77.525389,Sin escala definida,Sin jerarquía definida,Privada,LA LIBERTAD,PATAZ,PIAS
PIRAÑA,Helipuerto,SPHP,Operativo,PERENCO PERÚ PETROLEUM LIMITED SUCURSAL DEL PERÚ,-1.913972222,-75.36744444,Sin escala definida,Sin jerarquía definida,Privada,LORETO,MAYNAS,NAPO
PISCO INTERNACIONAL,Aeropuerto Internacional,SPSO,Operativo,AEROPUERTOS DEL PERÚ S.A.,-13.7448,-76.220411,Nacional,Nacional,Pública (Concesionada),ICA,PISCO,SAN ANDRÉS
PIURA - CAP.FAP GUILLERMO CONCHA IBERICO,Aeropuerto,SPUR,Operativo,AEROPUERTOS DEL PERÚ S.A.,-5.205764,-80.616389,Nacional,Nacional,Pública (Concesionada),PIURA,PIURA,CASTILLA
SAGARI BX,Helipuerto,SPZP,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,-11.430833,-73.355639,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
PRIVADO N° 2,Helipuerto,SPNB,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,-11.55116667,-73.14286111,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
PRIVADO N° 6,Helipuerto,SPNI,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,-11.54691667,-73.14166667,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
PRIVADO N° 8,Helipuerto,SPNF,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,-11.55158333,-73.14736111,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
PRIVADO N° 9,Helipuerto,SPNG,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,-11.55127778,-73.14763889,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
PUCALLPA - INTERNACIONAL CAP. FAP DAVID ARMANDO ABENSUR RENGIFO,Aeropuerto Internacional,SPCL,Operativo,AEROPUERTOS DEL PERÚ S.A.,-8.377942,-74.574297,Internacional,Nacional,Pública (Concesionada),UCAYALI,CORONEL PORTILLO,CALLERIA
PUEBLO LIBRE DE CODO,Aeródromo,SPDU,Operativo,AGENCIA MUNICIPAL DE PUEBLO LIBRE DE CODO,-9.6725,-75.28277778,Local,Local,Pública,HUÁNUCO,PUERTO INCA,CODO DEL POZUZO
PUERTO ESPERANZA,Aeródromo,SPEP,Operativo,CORPAC S.A.,-9.770278,-70.709167,Regional,Regional,Pública,UCAYALI,PURÚS,PURÚS
PUERTO MALDONADO - PADRE ALDAMIZ,Aeropuerto,SPTU,Operativo,AEROPUERTOS ANDINOS DEL PERÚ S.A.,-12.613831,-69.228678,Internacional,Nacional,Pública (Concesionada),MADRE DE DIOS,TAMBOPATA,TAMBOPATA
RIOJA - JUAN SIMONS VELA,Aeropuerto,SPJA,Operativo,CORPAC S.A.,-6.067792,-77.159806,Regional,Nacional,Pública,SAN MARTÍN,RIOJA,RIOJA
RODRÍGUEZ DE MENDOZA,Aeropuerto,SPLN,Operativo,CORPAC S.A.,-6.392617,-77.500589,Regional,Regional,Pública,AMAZONAS,RODRIGUEZ DE MENDOZA,OSCAR R. BENAVIDES
SAN JOSÉ DE SARAMURO - ESTACIÓN 1,Helipuerto,SPSM,Operativo,PETRÓLEOS DEL PERÚ - PETROPERU S.A.,-4.721556,-74.922444,Sin escala definida,Sin jerarquía definida,Privada,LORETO,LORETO,URARINAS
SAN LORENZO,Aeródromo,SPQM,Operativo,MUNICIPALIDAD PROVINCIAL DE DATEM DEL MARAÑÓN,-4.82425,-76.560347,Local,Local,Pública,LORETO,DATEM DEL MARAÑÓN,BARRANCA
SAN MARTÍN 1,Helipuerto,SPMT,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,-11.76754444,-72.77806111,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
SAN MARTÍN 3,Helipuerto,SPPS,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,-11.785528,-72.702139,Sin escala definida,Sin jerarquía definida,Privada,CUSCO,LA CONVENCIÓN,ECHARATE
SAN RAFAEL,Aeródromo,SPRF,Operativo,COMPAÑÍA MINSUR S.A.,-14.282194,-70.379694,Sin escala definida,Sin jerarquía definida,Privada,PUNO,MELGAR,ANTAUTA
SAPOSOA,Aeródromo,SPOA,Operativo,CORPAC S.A.,-6.959083,-76.768583,Local,Regional,Pública,SAN MARTÍN,HUALLAGA,SAPOSOA
SARGENTO PUÑO,Helipuerto,SPSP,Operativo,PETRÓLEOS DEL PERÚ - PETROPERU S.A.,-3.220889,-77.603389,Sin escala definida,Sin jerarquía definida,Privada,LORETO,DATEM DEL MARAÑÓN,MORONA
SAYLA,Helipuerto,SPKY,Operativo,MUNICIPALIDAD DISTRITAL DE SAYLA,-15.322778,-73.2375,Sin escala definida,Local,Pública,AREQUIPA,LA UNIÓN,SAYLA
SEPAHUA,Aeródromo,SPSE,Operativo,MUNICIPALIDAD DISTRITAL DE SEPAHUA,-11.142083,-73.034167,Local,Local,Pública,UCAYALI,ATALAYA,SEPAHUA
SHANUSI,Aeródromo,SPSH,Operativo,PALMAS DEL SHANUSI S.A.,-6.128694,-76.169583,Sin escala definida,Sin jerarquía definida,Privada,LORETO,ALTO AMAZONAS,YURIMAGUAS
TACNA - INTERNACIONAL CRNL. FAP CARLOS CIRIANI SANTA ROSA,Aeropuerto Internacional,SPTN,Operativo,AEROPUERTOS ANDINOS DEL PERÚ S.A.,-18.053286,-70.275822,Internacional,Nacional,Pública (Concesionada),TACNA,TACNA,TACNA
TALARA - INTERNACIONAL CAP.FAP VICTOR MONTES ARIAS,Aeropuerto Internacional,SPYL,Operativo,AEROPUERTOS DEL PERÚ S.A.,-4.576611111,-81.25405833,Internacional,Nacional,Pública (Concesionada),PIURA,TALARA,PARIÑAS
TARAPOTO - CADETE FAP GUILLERMO DEL CASTILLO PAREDES,Aeropuerto,SPST,Operativo,AEROPUERTOS DEL PERÚ S.A.,-6.508744,-76.373247,Nacional,Nacional,Pública (Concesionada),SAN MARTÍN,SAN MARTÍN,TARAPOTO
TINGO MARÍA,Aeropuerto,SPGM,Operativo,CORPAC S.A.,-9.289375,-76.005042,Regional,Nacional,Pública,HUÁNUCO,LEONCIO PRADO,RUPA RUPA
TOCACHE,Aeródromo,SPCH,Operativo,CORPAC S.A.,-8.195431,-76.528667,Regional,Regional,Pública,SAN MARTÍN,TOCACHE,TOCACHE
TROMPETEROS (CORRIENTES),Aeródromo,SPDR,Operativo,PLUSPETROL NORTE S.A.,-3.8055,-75.039903,Sin escala definida,Sin jerarquía definida,Privada,LORETO,LORETO,TROMPETEROS
TROMPETEROS,Helipuerto,SPDT,Operativo,PLUSPETROL NORTE S.A.,-3.807,-75.056167,Sin escala definida,Sin jerarquía definida,Privada,LORETO,LORETO,TROMPETEROS
TRUJILLO - INTERNACIONAL CAP. CARLOS MARTINEZ DE PINILLOS,Aeropuerto Internacional,SPRU,Operativo,AEROPUERTOS DEL PERÚ S.A.,-8.081708,-79.108644,Internacional,Nacional,Pública (Concesionada),LA LIBERTAD,TRUJILLO,HUANCHACO
